G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes,False,
32,Mon Feb 20 2012,7:00p EST,,Box Score,,New Orleans Hornets,W,,101,93,25,7,W 3,,False,
33,Wed Feb 22 2012,6:00p EST,,Box Score,,Boston Celtics,W,,119,104,26,7,W 4,,False,
34,Thu Feb 23 2012,8:30p EST,,Box Score,,Los Angeles Lakers,W,,100,85,27,7,W 5,,False,
35,Wed Feb 29 2012,7:00p EST,,Box Score,@,Philadelphia 76ers,W,,92,88,28,7,W 6,,False,
36,Thu Mar 1 2012,8:00p EST,,Box Score,@,Orlando Magic,W,,105,102,29,7,W 7,,False,
37,Sat Mar 3 2012,7:00p EST,,Box Score,@,Atlanta Hawks,L,,90,97,29,8,L 1,,False,
38,Mon Mar 5 2012,7:00p EST,,Box Score,,Dallas Mavericks,W,,95,91,30,8,W 1,,False,
39,Wed Mar 7 2012,7:00p EST,,Box Score,,Phoenix Suns,W,,115,104,31,8,W 2,,False,
40,Fri Mar 9 2012,7:00p EST,,Box Score,,Cleveland Cavaliers,L,,90,96,31,9,L 1,,False,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes,False,
41,Sat Mar 10 2012,7:00p EST,,Box Score,,Charlotte Bobcats,W,,122,95,32,9,W 1,,False,
42,Tue Mar 13 2012,7:00p EST,,Box Score,,Houston Rockets,L,,103,104,32,10,L 1,,False,
43,Thu Mar 15 2012,7:00p EST,,Box Score,@,Denver Nuggets,W,,103,90,33,10,W 1,,False,
44,Fri Mar 16 2012,8:30p EST,,Box Score,,San Antonio Spurs,L,,105,114,33,11,L 1,,False,
45,Sun Mar 18 2012,8:30p EST,,Box Score,,Portland Trail Blazers,W,,111,95,34,11,W 1,,False,
46,Tue Mar 20 2012,7:00p EST,,Box Score,@,Utah Jazz,L,,90,97,34,12,L 1,,False,
47,Wed Mar 21 2012,7:00p EST,,Box Score,,Los Angeles Clippers,W,,114,91,35,12,W 1,,False,
48,Fri Mar 23 2012,7:00p EST,,Box Score,,Minnesota Timberwolves,W,2OT,149,140,36,12,W 2,,False,
49,Sun Mar 25 2012,7:00p EST,,Box Score,,Miami Heat,W,,103,87,37,12,W 3,,False,
50,Tue Mar 27 2012,7:00p EST,,Box Score,@,Portland Trail Blazers,W,,109,95,38,12,W 4,,False,
51,Thu Mar 29 2012,7:30p EST,,Box Score,@,Los Angeles Lakers,W,,102,93,39,12,W 5,,False,
52,Sun Apr 1 2012,12:00p EST,,Box Score,,Chicago Bulls,W,,92,78,40,12,W 6,,False,
53,Mon Apr 2 2012,7:00p EST,,Box Score,,Memphis Grizzlies,L,,88,94,40,13,L 1,,False,
54,Wed Apr 4 2012,8:00p EST,,Box Score,@,Miami Heat,L,,93,98,40,14,L 2,,False,
55,Fri Apr 6 2012,7:00p EST,,Box Score,@,Indiana Pacers,L,,98,103,40,15,L 3,,False,
56,Sun Apr 8 2012,6:00p EST,,Box Score,,Toronto Raptors,W,,91,75,41,15,W 1,,False,
57,Mon Apr 9 2012,7:00p EST,,Box Score,@,Milwaukee Bucks,W,,109,89,42,15,W 2,,False,
58,Wed Apr 11 2012,7:00p EST,,Box Score,,Los Angeles Clippers,L,,98,100,42,16,L 1,,False,
59,Fri Apr 13 2012,7:00p EST,,Box Score,,Sacramento Kings,W,,115,89,43,16,W 1,,False,
60,Sat Apr 14 2012,7:00p EST,,Box Score,@,Minnesota Timberwolves,W,,115,110,44,16,W 2,,False,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes,False,
61,Mon Apr 16 2012,7:30p EST,,Box Score,@,Los Angeles Clippers,L,,77,92,44,17,L 1,,False,
62,Wed Apr 18 2012,7:00p EST,,Box Score,@,Phoenix Suns,W,,109,97,45,17,W 1,,False,
63,Fri Apr 20 2012,7:00p EST,,Box Score,@,Sacramento Kings,W,,103,92,46,17,W 2,,False,
64,Sun Apr 22 2012,12:30p EST,,Box Score,@,Los Angeles Lakers,L,2OT,106,114,46,18,L 1,,False,
65,Tue Apr 24 2012,7:00p EST,,Box Score,,Sacramento Kings,W,,118,110,47,18,W 1,,False,
66,Wed Apr 25 2012,7:00p EST,,Box Score,,Denver Nuggets,L,,101,106,47,19,L 1,,False,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes,True,
1,Sat Apr 28 2012,8:30p EST,,Box Score,,Dallas Mavericks,W,,99,98,1,0,W 1,,True,
2,Mon Apr 30 2012,8:30p EST,,Box Score,,Dallas Mavericks,W,,102,99,2,0,W 2,,True,
3,Thu May 3 2012,8:30p EST,,Box Score,@,Dallas Mavericks,W,,95,79,3,0,W 3,,True,
4,Sat May 5 2012,6:30p EST,,Box Score,@,Dallas Mavericks,W,,103,97,4,0,W 4,,True,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes,True,
5,Mon May 14 2012,8:30p EST,,Box Score,,Los Angeles Lakers,W,,119,90,5,0,W 5,,True,
6,Wed May 16 2012,8:30p EST,,Box Score,,Los Angeles Lakers,W,,77,75,6,0,W 6,,True,
7,Fri May 18 2012,7:30p EST,,Box Score,@,Los Angeles Lakers,L,,96,99,6,1,L 1,,True,
8,Sat May 19 2012,7:30p EST,,Box Score,@,Los Angeles Lakers,W,,103,100,7,1,W 1,,True,
9,Mon May 21 2012,8:30p EST,,Box Score,,Los Angeles Lakers,W,,106,90,8,1,W 2,,True,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes,True,
10,Sun May 27 2012,7:30p EST,,Box Score,@,San Antonio Spurs,L,,98,101,8,2,L 1,,True,
11,Tue May 29 2012,8:00p EST,,Box Score,@,San Antonio Spurs,L,,111,120,8,3,L 2,,True,
12,Thu May 31 2012,8:00p EST,,Box Score,,San Antonio Spurs,W,,102,82,9,3,W 1,,True,
13,Sat Jun 2 2012,7:30p EST,,Box Score,,San Antonio Spurs,W,,109,103,10,3,W 2,,True,
14,Mon Jun 4 2012,8:00p EST,,Box Score,@,San Antonio Spurs,W,,108,103,11,3,W 3,,True,
15,Wed Jun 6 2012,8:00p EST,,Box Score,,San Antonio Spurs,W,,107,99,12,3,W 4,,True,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes,True,
16,Tue Jun 12 2012,8:00p EST,,Box Score,,Miami Heat,W,,105,94,13,3,W 5,,True,
17,Thu Jun 14 2012,8:00p EST,,Box Score,,Miami Heat,L,,96,100,13,4,L 1,,True,
18,Sun Jun 17 2012,8:00p EST,,Box Score,@,Miami Heat,L,,85,91,13,5,L 2,,True,
19,Tue Jun 19 2012,9:00p EST,,Box Score,@,Miami Heat,L,,98,104,13,6,L 3,,True,
20,Thu Jun 21 2012,9:00p EST,,Box Score,@,Miami Heat,L,,106,121,13,7,L 4,,True,
