G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes,False,
18,Mon Jan 23 2012,7:00p EST,,Box Score,@,Milwaukee Bucks,W,,97,92,13,5,W 2,,False,
19,Wed Jan 25 2012,7:30p EST,,Box Score,@,San Antonio Spurs,L,,83,105,13,6,L 1,,False,
20,Fri Jan 27 2012,7:30p EST,,Box Score,@,Detroit Pistons,W,OT,107,101,14,6,W 1,,False,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes,False,
21,Sun Jan 29 2012,6:00p EST,,Box Score,@,New Orleans Hornets,W,,94,72,15,6,W 2,,False,
22,Tue Jan 31 2012,7:00p EST,,Box Score,@,Toronto Raptors,W,,100,77,16,6,W 3,,False,
23,Thu Feb 2 2012,7:30p EST,,Box Score,,Memphis Grizzlies,L,,77,96,16,7,L 1,,False,
24,Sat Feb 4 2012,7:00p EST,,Box Score,,Philadelphia 76ers,L,,87,98,16,8,L 2,,False,
25,Mon Feb 6 2012,7:30p EST,,Box Score,,Phoenix Suns,L,,90,99,16,9,L 3,,False,
26,Wed Feb 8 2012,7:30p EST,,Box Score,,Indiana Pacers,W,,97,87,17,9,W 1,,False,
27,Fri Feb 10 2012,7:00p EST,,Box Score,@,Orlando Magic,W,OT,89,87,18,9,W 2,,False,
28,Sun Feb 12 2012,7:00p EST,,Box Score,,Miami Heat,L,,87,107,18,10,L 1,,False,
29,Tue Feb 14 2012,7:30p EST,,Box Score,@,Los Angeles Lakers,L,,78,86,18,11,L 2,,False,
30,Wed Feb 15 2012,7:00p EST,,Box Score,@,Phoenix Suns,W,,101,99,19,11,W 1,,False,
31,Sat Feb 18 2012,7:00p EST,,Box Score,@,Portland Trail Blazers,L,,77,97,19,12,L 1,,False,
32,Mon Feb 20 2012,3:00p EST,,Box Score,@,Chicago Bulls,L,,79,90,19,13,L 2,,False,
33,Wed Feb 22 2012,7:30p EST,,Box Score,@,New York Knicks,L,,82,99,19,14,L 3,,False,
34,Thu Feb 23 2012,7:30p EST,,Box Score,,Orlando Magic,W,,83,78,20,14,W 1,,False,
35,Wed Feb 29 2012,7:30p EST,,Box Score,,Golden State Warriors,L,,82,85,20,15,L 1,,False,
36,Fri Mar 2 2012,7:30p EST,,Box Score,,Milwaukee Bucks,W,,99,94,21,15,W 1,,False,
37,Sat Mar 3 2012,7:00p EST,,Box Score,,Oklahoma City Thunder,W,,97,90,22,15,W 2,,False,
38,Tue Mar 6 2012,7:00p EST,,Box Score,@,Indiana Pacers,W,,101,96,23,15,W 3,,False,
39,Wed Mar 7 2012,7:30p EST,,Box Score,@,Miami Heat,L,,86,89,23,16,L 1,,False,
40,Fri Mar 9 2012,7:30p EST,,Box Score,@,Detroit Pistons,L,,85,86,23,17,L 2,,False,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes,False,
41,Sun Mar 11 2012,6:00p EST,,Box Score,@,Sacramento Kings,W,,106,99,24,17,W 1,,False,
42,Tue Mar 13 2012,7:00p EST,,Box Score,@,Denver Nuggets,L,OT,117,118,24,18,L 1,,False,
43,Wed Mar 14 2012,7:30p EST,,Box Score,@,Los Angeles Clippers,L,,82,96,24,19,L 2,,False,
44,Fri Mar 16 2012,7:30p EST,,Box Score,,Washington Wizards,W,,102,88,25,19,W 1,,False,
45,Sun Mar 18 2012,3:00p EST,,Box Score,@,Cleveland Cavaliers,W,,103,87,26,19,W 2,,False,
46,Mon Mar 19 2012,7:30p EST,,Box Score,,Boston Celtics,L,,76,79,26,20,L 1,,False,
47,Wed Mar 21 2012,7:30p EST,,Box Score,,Cleveland Cavaliers,W,OT,103,102,27,20,W 1,,False,
48,Fri Mar 23 2012,7:30p EST,,Box Score,,New Jersey Nets,W,,93,84,28,20,W 2,,False,
49,Sat Mar 24 2012,7:00p EST,,Box Score,@,Washington Wizards,W,,95,92,29,20,W 3,,False,
50,Sun Mar 25 2012,6:00p EST,,Box Score,,Utah Jazz,W,4OT,139,133,30,20,W 4,,False,
51,Tue Mar 27 2012,7:00p EST,,Box Score,@,Milwaukee Bucks,L,,101,108,30,21,L 1,,False,
52,Wed Mar 28 2012,7:30p EST,,Box Score,,Chicago Bulls,L,,77,98,30,22,L 2,,False,
53,Fri Mar 30 2012,7:30p EST,,Box Score,,New York Knicks,W,,100,90,31,22,W 1,,False,
54,Sat Mar 31 2012,7:30p EST,,Box Score,@,Philadelphia 76ers,L,,90,95,31,23,L 1,,False,
55,Wed Apr 4 2012,7:30p EST,,Box Score,,Charlotte Bobcats,W,,120,93,32,23,W 1,,False,
56,Fri Apr 6 2012,7:30p EST,,Box Score,,Detroit Pistons,W,,101,96,33,23,W 2,,False,
57,Sat Apr 7 2012,8:00p EST,,Box Score,@,Charlotte Bobcats,W,,116,96,34,23,W 3,,False,
58,Wed Apr 11 2012,8:00p EST,,Box Score,@,Boston Celtics,L,OT,86,88,34,24,L 1,,False,
59,Fri Apr 13 2012,7:00p EST,,Box Score,@,Orlando Magic,W,,109,81,35,24,W 1,,False,
60,Sun Apr 15 2012,6:00p EST,,Box Score,,Toronto Raptors,L,,86,102,35,25,L 1,,False,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes,False,
61,Mon Apr 16 2012,7:00p EST,,Box Score,@,Toronto Raptors,W,,109,87,36,25,W 1,,False,
62,Wed Apr 18 2012,7:30p EST,,Box Score,,Detroit Pistons,W,,116,84,37,25,W 2,,False,
63,Fri Apr 20 2012,7:00p EST,,Box Score,,Boston Celtics,W,,97,92,38,25,W 3,,False,
64,Sun Apr 22 2012,1:00p EST,,Box Score,,New York Knicks,L,,112,113,38,26,L 1,,False,
65,Tue Apr 24 2012,7:30p EST,,Box Score,,Los Angeles Clippers,W,,109,102,39,26,W 1,,False,
66,Thu Apr 26 2012,8:00p EST,,Box Score,,Dallas Mavericks,W,,106,89,40,26,W 2,,False,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes,True,
1,Sun Apr 29 2012,7:00p EST,,Box Score,,Boston Celtics,W,,83,74,1,0,W 1,,True,
2,Tue May 1 2012,7:30p EST,,Box Score,,Boston Celtics,L,,80,87,1,1,L 1,,True,
3,Fri May 4 2012,7:30p EST,,Box Score,@,Boston Celtics,L,OT,84,90,1,2,L 2,,True,
4,Sun May 6 2012,7:00p EST,,Box Score,@,Boston Celtics,L,,79,101,1,3,L 3,,True,
5,Tue May 8 2012,8:00p EST,,Box Score,,Boston Celtics,W,,87,86,2,3,W 1,,True,
6,Thu May 10 2012,8:00p EST,,Box Score,@,Boston Celtics,L,,80,83,2,4,L 1,,True,
