G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes,False,
31,Fri Jan 4 2013,8:00p EST,,Box Score,,Chicago Bulls,L,,89,96,22,9,L 1,,False,
32,Sun Jan 6 2013,6:00p EST,,Box Score,,Washington Wizards,W,,99,71,23,9,W 1,,False,
33,Tue Jan 8 2013,7:00p EST,,Box Score,@,Indiana Pacers,L,,77,87,23,10,L 1,,False,
34,Thu Jan 10 2013,7:30p EST,,Box Score,@,Portland Trail Blazers,L,,90,92,23,11,L 2,,False,
35,Sat Jan 12 2013,7:00p EST,,Box Score,@,Sacramento Kings,W,,128,99,24,11,W 1,,False,
36,Mon Jan 14 2013,7:00p EST,,Box Score,@,Utah Jazz,L,,97,104,24,12,L 1,,False,
37,Wed Jan 16 2013,7:30p EST,,Box Score,@,Golden State Warriors,W,,92,75,25,12,W 1,,False,
38,Thu Jan 17 2013,7:30p EST,,Box Score,@,Los Angeles Lakers,W,,99,90,26,12,W 2,,False,
39,Wed Jan 23 2013,7:30p EST,,Box Score,,Toronto Raptors,W,OT,123,116,27,12,W 3,,False,
40,Fri Jan 25 2013,7:30p EST,,Box Score,,Detroit Pistons,W,,110,88,28,12,W 4,,False,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes,False,
41,Sun Jan 27 2013,1:00p EST,,Box Score,@,Boston Celtics,L,2OT,98,100,28,13,L 1,,False,
42,Wed Jan 30 2013,8:00p EST,,Box Score,@,Brooklyn Nets,W,,105,85,29,13,W 1,,False,
43,Fri Feb 1 2013,7:00p EST,,Box Score,@,Indiana Pacers,L,,89,102,29,14,L 1,,False,
44,Sun Feb 3 2013,2:00p EST,,Box Score,@,Toronto Raptors,W,,100,85,30,14,W 1,,False,
45,Mon Feb 4 2013,7:30p EST,,Box Score,,Charlotte Bobcats,W,,99,94,31,14,W 2,,False,
46,Wed Feb 6 2013,7:30p EST,,Box Score,,Houston Rockets,W,,114,108,32,14,W 3,,False,
47,Fri Feb 8 2013,8:00p EST,,Box Score,,Los Angeles Clippers,W,,111,89,33,14,W 4,,False,
48,Sun Feb 10 2013,3:30p EST,,Box Score,,Los Angeles Lakers,W,,107,97,34,14,W 5,,False,
49,Tue Feb 12 2013,7:30p EST,,Box Score,,Portland Trail Blazers,W,,117,104,35,14,W 6,,False,
50,Thu Feb 14 2013,7:00p EST,,Box Score,@,Oklahoma City Thunder,W,,110,100,36,14,W 7,,False,
51,Wed Feb 20 2013,8:00p EST,,Box Score,@,Atlanta Hawks,W,,103,90,37,14,W 8,,False,
52,Thu Feb 21 2013,7:00p EST,,Box Score,@,Chicago Bulls,W,,86,67,38,14,W 9,,False,
53,Sat Feb 23 2013,7:30p EST,,Box Score,@,Philadelphia 76ers,W,,114,90,39,14,W 10,,False,
54,Sun Feb 24 2013,6:00p EST,,Box Score,,Cleveland Cavaliers,W,,109,105,40,14,W 11,,False,
55,Tue Feb 26 2013,7:30p EST,,Box Score,,Sacramento Kings,W,2OT,141,129,41,14,W 12,,False,
56,Fri Mar 1 2013,8:00p EST,,Box Score,,Memphis Grizzlies,W,,98,91,42,14,W 13,,False,
57,Sun Mar 3 2013,1:00p EST,,Box Score,@,New York Knicks,W,,99,93,43,14,W 14,,False,
58,Mon Mar 4 2013,7:00p EST,,Box Score,@,Minnesota Timberwolves,W,,97,81,44,14,W 15,,False,
59,Wed Mar 6 2013,7:30p EST,,Box Score,,Orlando Magic,W,,97,96,45,14,W 16,,False,
60,Fri Mar 8 2013,8:00p EST,,Box Score,,Philadelphia 76ers,W,,102,93,46,14,W 17,,False,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes,False,
61,Sun Mar 10 2013,6:00p EST,,Box Score,,Indiana Pacers,W,,105,91,47,14,W 18,,False,
62,Tue Mar 12 2013,7:30p EST,,Box Score,,Atlanta Hawks,W,,98,81,48,14,W 19,,False,
63,Wed Mar 13 2013,7:00p EST,,Box Score,@,Philadelphia 76ers,W,,98,94,49,14,W 20,,False,
64,Fri Mar 15 2013,7:30p EST,,Box Score,@,Milwaukee Bucks,W,,107,94,50,14,W 21,,False,
65,Sun Mar 17 2013,1:00p EST,,Box Score,@,Toronto Raptors,W,,108,91,51,14,W 22,,False,
66,Mon Mar 18 2013,8:00p EST,,Box Score,@,Boston Celtics,W,,105,103,52,14,W 23,,False,
67,Wed Mar 20 2013,7:00p EST,,Box Score,@,Cleveland Cavaliers,W,,98,95,53,14,W 24,,False,
68,Fri Mar 22 2013,7:30p EST,,Box Score,,Detroit Pistons,W,,103,89,54,14,W 25,,False,
69,Sun Mar 24 2013,6:00p EST,,Box Score,,Charlotte Bobcats,W,,109,77,55,14,W 26,,False,
70,Mon Mar 25 2013,7:00p EST,,Box Score,@,Orlando Magic,W,,108,94,56,14,W 27,,False,
71,Wed Mar 27 2013,7:00p EST,,Box Score,@,Chicago Bulls,L,,97,101,56,15,L 1,,False,
72,Fri Mar 29 2013,7:00p EST,,Box Score,@,New Orleans Hornets,W,,108,89,57,15,W 1,,False,
73,Sun Mar 31 2013,6:00p EST,,Box Score,@,San Antonio Spurs,W,,88,86,58,15,W 2,,False,
74,Tue Apr 2 2013,8:00p EST,,Box Score,,New York Knicks,L,,90,102,58,16,L 1,,False,
75,Fri Apr 5 2013,8:00p EST,,Box Score,@,Charlotte Bobcats,W,,89,79,59,16,W 1,,False,
76,Sat Apr 6 2013,7:30p EST,,Box Score,,Philadelphia 76ers,W,,106,87,60,16,W 2,,False,
77,Tue Apr 9 2013,7:30p EST,,Box Score,,Milwaukee Bucks,W,,94,83,61,16,W 3,,False,
78,Wed Apr 10 2013,7:00p EST,,Box Score,@,Washington Wizards,W,,103,98,62,16,W 4,,False,
79,Fri Apr 12 2013,7:30p EST,,Box Score,,Boston Celtics,W,,109,101,63,16,W 5,,False,
80,Sun Apr 14 2013,1:00p EST,,Box Score,,Chicago Bulls,W,,105,93,64,16,W 6,,False,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes,False,
81,Mon Apr 15 2013,7:00p EST,,Box Score,@,Cleveland Cavaliers,W,,96,95,65,16,W 7,,False,
82,Wed Apr 17 2013,8:00p EST,,Box Score,,Orlando Magic,W,,105,93,66,16,W 8,,False,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes,True,
1,Sun Apr 21 2013,,,Box Score,,Milwaukee Bucks,W,,110,87,1,0,W 1,,True,
2,Tue Apr 23 2013,,,Box Score,,Milwaukee Bucks,W,,98,86,2,0,W 2,,True,
3,Thu Apr 25 2013,,,Box Score,@,Milwaukee Bucks,W,,104,91,3,0,W 3,,True,
4,Sun Apr 28 2013,,,Box Score,@,Milwaukee Bucks,W,,88,77,4,0,W 4,,True,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes,True,
5,Mon May 6 2013,,,Box Score,,Chicago Bulls,L,,86,93,4,1,L 1,,True,
6,Wed May 8 2013,,,Box Score,,Chicago Bulls,W,,115,78,5,1,W 1,,True,
7,Fri May 10 2013,,,Box Score,@,Chicago Bulls,W,,104,94,6,1,W 2,,True,
8,Mon May 13 2013,,,Box Score,@,Chicago Bulls,W,,88,65,7,1,W 3,,True,
9,Wed May 15 2013,,,Box Score,,Chicago Bulls,W,,94,91,8,1,W 4,,True,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes,True,
10,Wed May 22 2013,,,Box Score,,Indiana Pacers,W,OT,103,102,9,1,W 5,,True,
11,Fri May 24 2013,,,Box Score,,Indiana Pacers,L,,93,97,9,2,L 1,,True,
12,Sun May 26 2013,,,Box Score,@,Indiana Pacers,W,,114,96,10,2,W 1,,True,
13,Tue May 28 2013,,,Box Score,@,Indiana Pacers,L,,92,99,10,3,L 1,,True,
14,Thu May 30 2013,,,Box Score,,Indiana Pacers,W,,90,79,11,3,W 1,,True,
15,Sat Jun 1 2013,,,Box Score,@,Indiana Pacers,L,,77,91,11,4,L 1,,True,
16,Mon Jun 3 2013,,,Box Score,,Indiana Pacers,W,,99,76,12,4,W 1,,True,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes,True,
17,Thu Jun 6 2013,,,Box Score,,San Antonio Spurs,L,,88,92,12,5,L 1,,True,
18,Sun Jun 9 2013,,,Box Score,,San Antonio Spurs,W,,103,84,13,5,W 1,,True,
19,Tue Jun 11 2013,,,Box Score,@,San Antonio Spurs,L,,77,113,13,6,L 1,,True,
20,Thu Jun 13 2013,,,Box Score,@,San Antonio Spurs,W,,109,93,14,6,W 1,,True,
21,Sun Jun 16 2013,,,Box Score,@,San Antonio Spurs,L,,104,114,14,7,L 1,,True,
22,Tue Jun 18 2013,,,Box Score,,San Antonio Spurs,W,OT,103,100,15,7,W 1,,True,
23,Thu Jun 20 2013,,,Box Score,,San Antonio Spurs,W,,95,88,16,7,W 2,,True,
