G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes,False,
32,Tue Jan 7 2014,,,Box Score,@,Charlotte Bobcats,W,,97,83,15,17,W 1,,False,
33,Wed Jan 8 2014,,,Box Score,@,New Orleans Pelicans,W,,102,96,16,17,W 2,,False,
34,Fri Jan 10 2014,,,Box Score,@,Indiana Pacers,L,,66,93,16,18,L 1,,False,
35,Sat Jan 11 2014,,,Box Score,,Houston Rockets,L,,107,114,16,19,L 2,,False,
36,Mon Jan 13 2014,,,Box Score,@,Chicago Bulls,W,,102,88,17,19,W 1,,False,
37,Wed Jan 15 2014,,,Box Score,,Miami Heat,W,,114,97,18,19,W 2,,False,
38,Fri Jan 17 2014,,,Box Score,,Chicago Bulls,W,,96,93,19,19,W 3,,False,
39,Sat Jan 18 2014,,,Box Score,,Detroit Pistons,L,,98,104,19,20,L 1,,False,
40,Mon Jan 20 2014,,,Box Score,,Philadelphia 76ers,W,,107,99,20,20,W 1,,False,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes,False,
41,Wed Jan 22 2014,,,Box Score,,Boston Celtics,L,OT,111,113,20,21,L 1,,False,
42,Fri Jan 24 2014,,,Box Score,@,Phoenix Suns,W,,101,95,21,21,W 1,,False,
43,Sat Jan 25 2014,,,Box Score,@,Utah Jazz,L,,101,104,21,22,L 1,,False,
44,Tue Jan 28 2014,,,Box Score,@,Golden State Warriors,W,,88,85,22,22,W 1,,False,
45,Wed Jan 29 2014,,,Box Score,@,Los Angeles Clippers,L,,103,110,22,23,L 1,,False,
46,Sat Feb 1 2014,,,Box Score,,Oklahoma City Thunder,W,,96,81,23,23,W 1,,False,
47,Mon Feb 3 2014,,,Box Score,,Portland Trail Blazers,W,,100,90,24,23,W 2,,False,
48,Wed Feb 5 2014,,,Box Score,,San Antonio Spurs,L,2OT,118,125,24,24,L 1,,False,
49,Fri Feb 7 2014,,,Box Score,,Cleveland Cavaliers,L,,113,115,24,25,L 2,,False,
50,Sun Feb 9 2014,,,Box Score,,Sacramento Kings,W,,93,84,25,25,W 1,,False,
51,Tue Feb 11 2014,,,Box Score,@,Memphis Grizzlies,L,,89,92,25,26,L 1,,False,
52,Wed Feb 12 2014,,,Box Score,@,Houston Rockets,L,,112,113,25,27,L 2,,False,
53,Tue Feb 18 2014,,,Box Score,,Toronto Raptors,L,,93,103,25,28,L 3,,False,
54,Wed Feb 19 2014,,,Box Score,@,Atlanta Hawks,W,,114,97,26,28,W 1,,False,
55,Sat Feb 22 2014,,,Box Score,,New Orleans Pelicans,W,,94,93,27,28,W 2,,False,
56,Sun Feb 23 2014,,,Box Score,@,Cleveland Cavaliers,W,,96,83,28,28,W 3,,False,
57,Tue Feb 25 2014,,,Box Score,,Orlando Magic,W,,115,106,29,28,W 4,,False,
58,Thu Feb 27 2014,,,Box Score,@,Toronto Raptors,W,3OT,134,129,30,28,W 5,,False,
59,Sat Mar 1 2014,,,Box Score,@,Philadelphia 76ers,W,,122,103,31,28,W 6,,False,
60,Mon Mar 3 2014,,,Box Score,,Memphis Grizzlies,L,,104,110,31,29,L 1,,False,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes,False,
61,Wed Mar 5 2014,,,Box Score,,Utah Jazz,W,,104,91,32,29,W 1,,False,
62,Sat Mar 8 2014,,,Box Score,@,Milwaukee Bucks,W,,114,107,33,29,W 2,,False,
63,Mon Mar 10 2014,,,Box Score,@,Miami Heat,L,,90,99,33,30,L 1,,False,
64,Wed Mar 12 2014,,,Box Score,,Charlotte Bobcats,L,,85,98,33,31,L 2,,False,
65,Fri Mar 14 2014,,,Box Score,@,Orlando Magic,W,OT,105,101,34,31,W 1,,False,
66,Sat Mar 15 2014,,,Box Score,,Brooklyn Nets,W,,101,94,35,31,W 2,,False,
67,Tue Mar 18 2014,,,Box Score,@,Sacramento Kings,L,OT,111,117,35,32,L 1,,False,
68,Thu Mar 20 2014,,,Box Score,@,Portland Trail Blazers,L,,103,116,35,33,L 2,,False,
69,Fri Mar 21 2014,,,Box Score,@,Los Angeles Lakers,W,,117,107,36,33,W 1,,False,
70,Sun Mar 23 2014,,,Box Score,@,Denver Nuggets,L,,102,105,36,34,L 1,,False,
71,Wed Mar 26 2014,,,Box Score,,Phoenix Suns,L,,93,99,36,35,L 2,,False,
72,Fri Mar 28 2014,,,Box Score,,Indiana Pacers,W,,91,78,37,35,W 1,,False,
73,Sat Mar 29 2014,,,Box Score,,Atlanta Hawks,W,,101,97,38,35,W 2,,False,
74,Mon Mar 31 2014,,,Box Score,@,Charlotte Bobcats,L,,94,100,38,36,L 1,,False,
75,Wed Apr 2 2014,,,Box Score,,Boston Celtics,W,,118,92,39,36,W 1,,False,
76,Fri Apr 4 2014,,,Box Score,@,New York Knicks,W,,90,89,40,36,W 2,,False,
77,Sat Apr 5 2014,,,Box Score,,Chicago Bulls,L,,78,96,40,37,L 1,,False,
78,Wed Apr 9 2014,,,Box Score,,Charlotte Bobcats,L,OT,88,94,40,38,L 2,,False,
79,Fri Apr 11 2014,,,Box Score,@,Orlando Magic,W,,96,86,41,38,W 1,,False,
80,Sat Apr 12 2014,,,Box Score,,Milwaukee Bucks,W,,104,91,42,38,W 2,,False,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes,False,
81,Mon Apr 14 2014,,,Box Score,,Miami Heat,W,,114,93,43,38,W 3,,False,
82,Wed Apr 16 2014,,,Box Score,@,Boston Celtics,W,,118,102,44,38,W 4,,False,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes,True,
1,Sun Apr 20 2014,,,Box Score,@,Chicago Bulls,W,,102,93,1,0,W 1,,True,
2,Tue Apr 22 2014,9:30p EST,,Box Score,@,Chicago Bulls,W,OT,101,99,2,0,W 2,,True,
3,Fri Apr 25 2014,8:00p EST,,Box Score,,Chicago Bulls,L,,97,100,2,1,L 1,,True,
4,Sun Apr 27 2014,1:00p EST,,Box Score,,Chicago Bulls,W,,98,89,3,1,W 1,,True,
5,Tue Apr 29 2014,8:00p EST,,Box Score,@,Chicago Bulls,W,,75,69,4,1,W 2,,True,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes,True,
6,Mon May 5 2014,7:00p EST,,Box Score,@,Indiana Pacers,W,,102,96,5,1,W 3,,True,
7,Wed May 7 2014,7:00p EST,,Box Score,@,Indiana Pacers,L,,82,86,5,2,L 1,,True,
8,Fri May 9 2014,8:00p EST,,Box Score,,Indiana Pacers,L,,63,85,5,3,L 2,,True,
9,Sun May 11 2014,8:00p EST,,Box Score,,Indiana Pacers,L,,92,95,5,4,L 3,,True,
10,Tue May 13 2014,7:00p EST,,Box Score,@,Indiana Pacers,W,,102,79,6,4,W 1,,True,
11,Thu May 15 2014,8:00p EST,,Box Score,,Indiana Pacers,L,,80,93,6,5,L 1,,True,
