G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes,False,
40,Fri Jan 17 2014,,,Box Score,,Portland Trail Blazers,L,,100,109,31,9,L 1,,False,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes,False,
41,Sun Jan 19 2014,,,Box Score,,Milwaukee Bucks,W,,110,82,32,9,W 1,,False,
42,Wed Jan 22 2014,,,Box Score,,Oklahoma City Thunder,L,,105,111,32,10,L 1,,False,
43,Fri Jan 24 2014,,,Box Score,@,Atlanta Hawks,W,,105,79,33,10,W 1,,False,
44,Sun Jan 26 2014,,,Box Score,@,Miami Heat,L,,101,113,33,11,L 1,,False,
45,Tue Jan 28 2014,,,Box Score,@,Houston Rockets,L,,90,97,33,12,L 2,,False,
46,Wed Jan 29 2014,,,Box Score,,Chicago Bulls,L,,86,96,33,13,L 3,,False,
47,Sat Feb 1 2014,,,Box Score,,Sacramento Kings,W,,95,93,34,13,W 1,,False,
48,Mon Feb 3 2014,,,Box Score,@,New Orleans Pelicans,W,,102,95,35,13,W 2,,False,
49,Wed Feb 5 2014,,,Box Score,@,Washington Wizards,W,2OT,125,118,36,13,W 3,,False,
50,Thu Feb 6 2014,,,Box Score,@,Brooklyn Nets,L,,89,103,36,14,L 1,,False,
51,Sat Feb 8 2014,,,Box Score,@,Charlotte Bobcats,W,,104,100,37,14,W 1,,False,
52,Mon Feb 10 2014,,,Box Score,@,Detroit Pistons,L,,100,109,37,15,L 1,,False,
53,Wed Feb 12 2014,,,Box Score,@,Boston Celtics,W,,104,92,38,15,W 1,,False,
54,Tue Feb 18 2014,,,Box Score,@,Los Angeles Clippers,W,,113,103,39,15,W 2,,False,
55,Wed Feb 19 2014,,,Box Score,@,Portland Trail Blazers,W,,111,109,40,15,W 3,,False,
56,Fri Feb 21 2014,,,Box Score,@,Phoenix Suns,L,,85,106,40,16,L 1,,False,
57,Wed Feb 26 2014,,,Box Score,,Detroit Pistons,W,,120,110,41,16,W 1,,False,
58,Fri Feb 28 2014,,,Box Score,,Charlotte Bobcats,W,,92,82,42,16,W 2,,False,
59,Sun Mar 2 2014,,,Box Score,,Dallas Mavericks,W,,112,106,43,16,W 3,,False,
60,Tue Mar 4 2014,,,Box Score,@,Cleveland Cavaliers,W,,122,101,44,16,W 4,,False,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes,False,
61,Thu Mar 6 2014,,,Box Score,,Miami Heat,W,,111,87,45,16,W 5,,False,
62,Sat Mar 8 2014,,,Box Score,,Orlando Magic,W,,121,112,46,16,W 6,,False,
63,Tue Mar 11 2014,,,Box Score,@,Chicago Bulls,W,,104,96,47,16,W 7,,False,
64,Wed Mar 12 2014,,,Box Score,,Portland Trail Blazers,W,,103,90,48,16,W 8,,False,
65,Fri Mar 14 2014,,,Box Score,,Los Angeles Lakers,W,,119,85,49,16,W 9,,False,
66,Sun Mar 16 2014,,,Box Score,,Utah Jazz,W,,122,104,50,16,W 10,,False,
67,Wed Mar 19 2014,,,Box Score,@,Los Angeles Lakers,W,,125,109,51,16,W 11,,False,
68,Fri Mar 21 2014,,,Box Score,@,Sacramento Kings,W,,99,79,52,16,W 12,,False,
69,Sat Mar 22 2014,,,Box Score,@,Golden State Warriors,W,,99,90,53,16,W 13,,False,
70,Mon Mar 24 2014,,,Box Score,,Philadelphia 76ers,W,,113,91,54,16,W 14,,False,
71,Wed Mar 26 2014,,,Box Score,,Denver Nuggets,W,,108,103,55,16,W 15,,False,
72,Fri Mar 28 2014,,,Box Score,@,Denver Nuggets,W,,133,102,56,16,W 16,,False,
73,Sat Mar 29 2014,,,Box Score,,New Orleans Pelicans,W,,96,80,57,16,W 17,,False,
74,Mon Mar 31 2014,,,Box Score,@,Indiana Pacers,W,,103,77,58,16,W 18,,False,
75,Wed Apr 2 2014,,,Box Score,,Golden State Warriors,W,,111,90,59,16,W 19,,False,
76,Thu Apr 3 2014,,,Box Score,@,Oklahoma City Thunder,L,,94,106,59,17,L 1,,False,
77,Sun Apr 6 2014,,,Box Score,,Memphis Grizzlies,W,,112,92,60,17,W 1,,False,
78,Tue Apr 8 2014,,,Box Score,@,Minnesota Timberwolves,L,,91,110,60,18,L 1,,False,
79,Thu Apr 10 2014,,,Box Score,@,Dallas Mavericks,W,,109,100,61,18,W 1,,False,
80,Fri Apr 11 2014,,,Box Score,,Phoenix Suns,W,,112,104,62,18,W 2,,False,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes,False,
81,Mon Apr 14 2014,,,Box Score,@,Houston Rockets,L,,98,104,62,19,L 1,,False,
82,Wed Apr 16 2014,,,Box Score,,Los Angeles Lakers,L,,100,113,62,20,L 2,,False,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes,True,
1,Sun Apr 20 2014,1:00p EST,,Box Score,,Dallas Mavericks,W,,90,85,1,0,W 1,,True,
2,Wed Apr 23 2014,8:00p EST,,Box Score,,Dallas Mavericks,L,,92,113,1,1,L 1,,True,
3,Sat Apr 26 2014,4:30p EST,,Box Score,@,Dallas Mavericks,L,,108,109,1,2,L 2,,True,
4,Mon Apr 28 2014,9:30p EST,,Box Score,@,Dallas Mavericks,W,,93,89,2,2,W 1,,True,
5,Wed Apr 30 2014,7:00p EST,,Box Score,,Dallas Mavericks,W,,109,103,3,2,W 2,,True,
6,Fri May 2 2014,8:00p EST,,Box Score,@,Dallas Mavericks,L,,111,113,3,3,L 1,,True,
7,Sun May 4 2014,3:30p EST,,Box Score,,Dallas Mavericks,W,,119,96,4,3,W 1,,True,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes,True,
8,Tue May 6 2014,9:30p EST,,Box Score,,Portland Trail Blazers,W,,116,92,5,3,W 2,,True,
9,Thu May 8 2014,9:30p EST,,Box Score,,Portland Trail Blazers,W,,114,97,6,3,W 3,,True,
10,Sat May 10 2014,10:30p EST,,Box Score,@,Portland Trail Blazers,W,,118,103,7,3,W 4,,True,
11,Mon May 12 2014,10:30p EST,,Box Score,@,Portland Trail Blazers,L,,92,103,7,4,L 1,,True,
12,Wed May 14 2014,9:30p EST,,Box Score,,Portland Trail Blazers,W,,104,82,8,4,W 1,,True,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes,True,
13,Mon May 19 2014,9:00p EST,,Box Score,,Oklahoma City Thunder,W,,122,105,9,4,W 2,,True,
14,Wed May 21 2014,9:00p EST,,Box Score,,Oklahoma City Thunder,W,,112,77,10,4,W 3,,True,
15,Sun May 25 2014,8:30p EST,,Box Score,@,Oklahoma City Thunder,L,,97,106,10,5,L 1,,True,
16,Tue May 27 2014,9:00p EST,,Box Score,@,Oklahoma City Thunder,L,,92,105,10,6,L 2,,True,
17,Thu May 29 2014,9:00p EST,,Box Score,,Oklahoma City Thunder,W,,117,89,11,6,W 1,,True,
18,Sat May 31 2014,8:30p EST,,Box Score,@,Oklahoma City Thunder,W,OT,112,107,12,6,W 2,,True,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes,True,
19,Thu Jun 5 2014,9:00p EST,,Box Score,,Miami Heat,W,,110,95,13,6,W 3,,True,
20,Sun Jun 8 2014,8:00p EST,,Box Score,,Miami Heat,L,,96,98,13,7,L 1,,True,
21,Tue Jun 10 2014,9:00p EST,,Box Score,@,Miami Heat,W,,111,92,14,7,W 1,,True,
22,Thu Jun 12 2014,9:00p EST,,Box Score,@,Miami Heat,W,,107,86,15,7,W 2,,True,
23,Sun Jun 15 2014,8:00p EST,,Box Score,,Miami Heat,W,,104,87,16,7,W 3,,True,
